El formato complemento a 2 se utiliza para:;a. Representar caracteres. b. Representar números enteros con signo. c. Representar imágenes. d. Representar instrucciones.;b
Un desbordamiento (overflow) ocurre cuando:;a. El resultado de una operación excede el rango de representación disponible. b. Se divide por cero. c. Se accede a una dirección de memoria inválida. d. Se interrumpe el procesador.;a
La unidad de control genera:;a. Señales de control para coordinar el hardware. b. Resultados aritméticos. c. Direcciones de memoria. d. Interrupciones.;a
Los registros de propósito general sirven para:;a. Almacenar datos temporales y operandos durante la ejecución. b. Controlar el flujo del programa únicamente. c. Almacenar el sistema operativo. d. Conectar con periféricos.;a
El registro IR (Instruction Register) almacena:;a. La dirección de la siguiente instrucción. b. La instrucción que se está decodificando o ejecutando actualmente. c. El resultado de la ALU. d. El estado de las banderas.;b
Las banderas (flags) de estado indican:;a. El fabricante del procesador. b. Condiciones como cero, negativo, acarreo o desbordamiento tras una operación. c. La cantidad de memoria libre. d. La temperatura del procesador.;b
El direccionamiento inmediato significa que:;a. El operando está en un registro. b. El operando es una constante incluida en la propia instrucción. c. La dirección del operando está en memoria. d. La dirección del operando es relativa al PC.;b
El direccionamiento directo significa que:;a. La instrucción contiene la dirección de memoria del operando. b. El operando está en un registro. c. Se usa un puntero. d. Se usa una pila.;a
El direccionamiento indirecto usa:;a. Una dirección que apunta a otra dirección donde está el dato. b. El dato directamente. c. Un registro como índice. d. Ninguna de las anteriores.;a
Una instrucción de salto condicional:;a. Siempre altera el flujo del programa. b. Altera el flujo del programa solo si se cumple una condición (basada en flags). c. Detiene el programa. d. Llama a una subrutina.;b
El stack (pila) se utiliza para:;a. Almacenar variables locales y direcciones de retorno de subrutinas. b. Almacenar el código del programa. c. Almacenar archivos grandes. d. La memoria de vídeo.;a
La operación PUSH en una pila:;a. Saca un elemento. b. Introduce un elemento en la cima. c. Lee el elemento de la cima sin sacarlo. d. Borra la pila.;b
La operación POP en una pila:;a. Saca el elemento de la cima. b. Introduce un elemento. c. Duplica el elemento. d. Invierte la pila.;a
DMA (Direct Memory Access) permite:;a. Que la CPU haga todo el trabajo de E/S. b. Que los periféricos accedan a la memoria principal sin intervención constante de la CPU. c. Que la memoria sea más rápida. d. Que no se use memoria RAM.;b
Un bus serie transmite datos:;a. Bit a bit por un solo canal. b. Varios bits simultáneamente por varios canales. c. Solo en una dirección. d. Sin señal de reloj.;a
Un bus paralelo transmite datos:;a. Bit a bit. b. Varios bits simultáneamente (ej. 8, 16, 32 líneas). c. Inalámbricamente. d. Solo para impresoras.;b
La memoria SRAM es más rápida pero más cara que la DRAM:;a. Verdadero. b. Falso.;a
La memoria DRAM necesita refresco periódico de datos:;a. Verdadero. b. Falso.;a
La memoria caché suele ser de tipo:;a. DRAM. b. SRAM. c. ROM. d. Flash.;b
El nivel L1 de caché es:;a. El más grande y lento. b. El más pequeño y rápido, integrado en el núcleo. c. Externo al procesador. d. Memoria virtual.;b
El principio de localidad espacial dice que:;a. Si se accede a una dirección, es probable que se acceda a las cercanas pronto. b. Si se accede a un dato, se volverá a acceder al mismo pronto. c. La memoria debe estar en el espacio. d. Los datos se guardan aleatoriamente.;a
El principio de localidad temporal dice que:;a. Si se accede a un dato, es probable que se vuelva a acceder al mismo en un futuro próximo. b. Los datos cercanos se usarán pronto. c. El tiempo de acceso es constante. d. La memoria es volátil.;a
Un fallo de caché (cache miss) ocurre cuando:;a. El dato solicitado no se encuentra en la caché y hay que buscarlo en memoria principal. b. La caché se rompe. c. El dato está en la caché. d. La CPU se detiene.;a
El tiempo de acceso medio a memoria depende de:;a. La tasa de aciertos (hit rate) y los tiempos de acceso de caché y memoria principal. b. Solo del tamaño de la RAM. c. Solo de la velocidad del disco. d. Del sistema operativo.;a
La memoria principal se conecta a la CPU a través del:;a. Bus del sistema (front-side bus o similar). b. Cable USB. c. Puerto serie. d. Red Wi-Fi.;a
Una GPU está especializada en:;a. Procesamiento de texto. b. Procesamiento gráfico y paralelo masivo. c. Gestión de archivos. d. Ejecutar el sistema operativo.;b
Respecto a las arquitecturas que mejoran el rendimiento:;a. Los multiprocesadores trabajan con total independencia entre si. b. Las segmentadas siempre son mejores. c. Los procesadores vectoriales son adecuados si las tareas tienen muchas iteraciones aritméticas. d. Un procesador superescalar apenas tiene dependencias.;c
Los MFLOPS:;a. Está relacionados con el CPI. b. Miden todo tipo de operaciones. c. A más MFLOPS más rápido es un computador al ejecutar cualquier tarea. d. Es un parámetro de rendimiento universal para todas las arquitecturas.;a
Respecto al CPI:;a. A mayor CPI menos MIPS. b. El computador que tiene más ciclos por instrucción es el más lento a la hora de ejecutar cualquier tarea. c. Depende de la frecuencia de reloj. d. Todas las instrucciones tienen los mismos ciclos.;a
Con la aplicación de la Ley Amdahl, podemos asegurar que;a. Más procesadores no implica más rendimiento. b. Hay que evitar la programación secuencial. c. Ninguna de las respuestas es válida. d. No existen problemas de tamaño de memoria.;a
Señala la falsa:;a. Los MIPS dependen de la frecuencia de reloj. b. La velocidad de reloj permite comparar arquitecturas. c. Los MIPS son millones de instrucciones por segundo. d. Hay que promediar los ciclos de cada instrucción para obtener el CPI medio.;b
Sobre arquitectura de computadores:;a. El paralelismo se detecta antes de la ejecución. b. Las máquinas superescalares proporcionan compatibilidad a nivel de código objeto con las másquinas escalares. c. Un procesador superescalar de grado m tiene un CPI de m. d. Los procesadores superescalares se utilizan en tareas intensivas de cálculo.;d
Un ciclo de 1 ns son:;a. 10 G de frecuencia de reloj. b. 1G de frecuencia de reloj. c. 2 G de frecuencia de reloj. d. No podemos saber la frecuencia de reloj.;b
Los multicomputadores tienen memoria compartida.;a. Los multicomputadores tienen memoria compartida. b. Los procesadores segmentados requieren un gran ancho de banda en la memoria. c. Los procesadores vectoriales ahorran bucles de ejecución. d. Los procesadores vectoriales trabajan sobre vectores de resultados y datos.;a
La unidad de medida utilizada para evaluar el rendimiento FLOPS indica:;a. El número de accesos a memoria por segundo. b. El número de operaciones de coma flotante por segundo. c. La frecuencia de reloj (número de pulsos por segundo). d. El número de instrucciones por segundo.;b
Respecto al reloj de un procesador:;a. El procesador con más MIPS es el procesador más rápido del mercado en ejecutar todas las tareas. b. La señal de reloj de un procesador es una sinusoidal entre 0 y 5 voltios. c. Es difícil comparar dos procesadores de dos arquitecturas distintas. d. El procesador con más frecuencia de reloj es el más rápido del mercado en ejecutar todas las tareas.;c
En una memoria:;a. En cada posición hay necesariamente almacenado un dato de tamaño el ancho de palabra del computador. b. Tenemos tantos bytes almacenados como 2 elevado al número de líneas. c. El número de posiciones de memoria es 2 elevado al ancho de palabra en bits. d. La cantidad total de datos almacenada es siempre 2 elevado al número de lineas por el tamaño de cada posición de memoria.;d
¿Qué es la memoria no volátil?;a. Memoria que se utiliza solo para almacenamiento temporal. b. Memoria que pierde los datos cuando se apaga el sistema. c. Memoria que se utiliza solo para la caché. d. Memoria que retiene los datos incluso sin energia.;d
¿Qué tipo de memoria se utiliza para la memoria principal debido a su alta densidad de almacenamiento?;a. Memoria flash. b. DRAM. c. Memoria magnética. d. SRAM.;b
Un computador digital:;a. Los resultados dependen solo de los datos almacenados. b. No trabaja con información hexadecimal. c. Puede leer de la memoria datos de mayor tamaño que el ancho de palabra. d. Trabaja internamente con valores de tensión analógicos.;c
Sobre el módulo de E/S señala la falsa:;a. Nunca almacena datos. b. Realiza el control y temporización para evitar pérdidas de información. c. Gestiona la comunicación con la CPU. d. Gestiona la comunicación con el periférico.;a
¿Qué es la jerarquia de memoria?;a. Un tipo de memoria volátil. b. Una estrategia para combinar diferentes tipos de memoria en un sistema. c. Un tipo de memoria no volátil. d. Un método de acceso secuencial.;b
¿Qué principio sugiere que si se accede a un dato, es probable que se accedan a otros datos cercanos en la memoria?;a. Acceso directo. b. Localidad temporal. c. Acceso aleatorio. d. Localidad espacial.;d
¿Qué política de reemplazo de caché selecciona al azar un bloque para ser reemplazado?;a. Reemplazo LRU. b. Reemplazo FIFO. c. Reemplazo aleatorio. d. Reemplazo directo.;c
¿Qué política de escritura en caché realiza la escritura tanto en la caché como en la memoria principal?;a. Escritura directa. b. Escritura diferida. c. Escritura aleatoria. d. Escritura secuencial.;a
¿Qué tipo de memoria utiliza transistores para almacenar datos en un estado estable?;a. Memoria flash. b. SRAM. c. Mernoria magnética. d. DRAM.;b
El lenguaje ensamblador:;a. Es lo mismo que el código máquina. b. Se llama de bajo nivel porque está más cerca del hardware. c. Es poco parecido entre procesadores distintos, aunque depende de la arquitectura. d. Se usa a menudo en la programación corriente.;b
¿Qué registro en MIPS32 se utiliza como puntero de pila?;a. $fp b. $ra c. $gp d. $sp;d
¿Qué instrucción en ensamblador se utiliza para mover datos en MIPS32?;a. SW b. MOV C. ADD d. LW;b
¿Qué significa 'Little Endian' en la ordenación de datos?;a. El byte más significativo se coloca en la primera posición. b. El byte menos significativo se coloca en la primera posición. c. No hay una ordenación específica. d. Los bytes se ordenan de manera aleatoria.;b
¿Cuál es la característica principal de la arquitectura MIPS32?;a. Es una arquitectura CISC. b. No soporta operaciones aritméticas. c. Tiene un conjunto reducido de instrucciones. d. Utiliza un conjunto de instrucciones complejo.;c
¿Cuál es una ventaja del lenguaje ensamblador?;a. Alta portabilidad entre diferentes arquitecturas. b. Independencia del hardware específico. c. Facilidad de escritura y legibilidad. d. Control y precisión sobre el hardware.;d
¿Qué registro se utiliza para almacenar la dirección de retorno de las subrutinas en MIPS32?;a. $sp b. $ra c. $gp d. $fp;b
Señala la verdadera:;a. Si se introduce un código en ensamblador en un compilador, obtenemos el código de alto nivel correspondiente. b. Un programa en ensamblador se escribe en código máquina. c. Si se introduce el código máquina en una memoria, el procesador puede ejecutar ese programa directamente sin necesidad de compilador. d. La CPU trabaja internamente en ensamblador.;c
Al respecto del procesador MIPS32:;a. Tiene un ancho de palabra de 2 bytes. b. El modo kernel es el modo de funcionamiento con más permisos sobre el hardware. c. Trabaja con códigos más complejos por tener más instrucciones. d. Para sumar dos posiciones de memoria no hace falta cargarlas en registros.;b
Es muy parecido entre procesadores distintos, aunque depende de la arquitectura.;a. Es muy parecido entre procesadores distintos, aunque depende de la arquitectura. b. Permite programar un computador sin preocuparse de su arquitectura. c. Es más fácil de programar, por eso se llama de bajo nivel. d. Es muy frecuentemente utilizado cuando no nos importa la eficiencia del código.;a
Si se introduce un código en ensamblador en un compilador, se obtiene un código máquina ejecutable.;a. Si se introduce un código en ensamblador en un compilador, se obtiene un código máquina ejecutable. b. Un programa es un conjunto de instrucciones que se ejecutan secuencialmente tal cual están escritas en código máquina. c. La CPU entiende directamente ensamblador porque está muy próximo al código máquina. d. Si se introduce el código máquina en un compilador, el ensamblador correspondiente puede ejecutar las instrucciones.;a
¿Qué es la memoria caché?;a. Un bus de comunicación. b. Una memoria más rápida y pequeña que almacena instrucciones y datos frecuentemente utilizados. c. Un tipo de memoria de almacenamiento permanente. d. Un dispositivo de entrada y salida.;b
¿Qué es el bus de comunicación en un computador?;a. Un conjunto de líneas de transmisión que permiten la comunicación entre los componentes del hardware. b. Un dispositivo de almacenamiento. c. Un tipo de memoria de acceso aleatorio. d. Un dispositivo de entrada y salida.;a
¿Cuál es la función principal de la memoria RAM en un computador?;a. Coordinar las operaciones del sistema. b. Almacenar datos de manera permanente. c. Almacenar temporalmente las instrucciones y datos que la CPU necesita. d. Realizar operaciones aritméticas y lógicas.;c
En la unidad de control:;a. Activa unos y otros bloques de la ruta de datos dependiendo de la fase de ejecución en la que estemos. b. Los datos fluyen dentro de sus componentes. c. Está basado en una máquina de estados Mealy. d. Es un circuito combinacional con muchas entradas.;a
¿Qué componente es conocido como el "cerebro" del computador?;a. La unidad de control. b. La memoria RAM. c. La unidad central de procesamiento (CPU). d. El disco duro.;c
La ALU:;a. La entrada Zero resetea la ruta de datos. b. Trabaja solo con inmediatos. c. Los bits del código de operación de la instrucción no le indican directamente qué operación debe realizar. d. No trabaja directamente con la memoria por lo que hay que hacer un load antes.;d
¿Cuál es la función principal de la ruta de datos en un procesador?;a. Gestionar y coordinar las operaciones. b. Almacenar instrucciones. c. Mover y procesar datos. d. Realizar operaciones aritméticas y lógicas.;c
Señala la verdadera al respecto del MIPS32:;a. Tiene 24 registros útiles. b. Tiene un ancho del bus de direcciones de 4 bytes. c. Trabaja indistintamente en cualquier modo. d. Tiene un ancho de palabra de 8 bytes.;b
Solamente opera con registros.;a. Los bits del código de operación de la instrucción le indican directamente qué operación debe realizar. b. Solamente opera con registros. c. Trabaja directamente con la memoria. d. La entrada zero pone a cero la ALU.;b
Un compilador...;a. Convierte todo el código fuente a código máquina antes de su ejecución. b. Convierte todo el código máquina a código ensamblador antes de su ejecución. c. Ejecuta el código del lenguaje de alto nivel linea a línea. d. Es lo mismo que un intérprete.;a
Es Harvard si las instrucciones pueden tener distinto tamaño que los datos.;a. Es Harvard si las instrucciones no pueden tener distinto tamaño que los datos. b. Es Harvard si las instrucciones pueden tener distinto tamaño que los datos. c. Es von Neumann si el bus de datos y el de instrucciones son bidireccionales. d. Es Harvard si usamos el mismo bus para control que para datos.;b
El lenguaje máquina...;a. Es un lenguaje de bajo nivel. b. Es un lenguaje de muy alto nivel. c. Es un lenguaje de alto nivel. d. Ninguna de las otras respuestas.;a
En una memoria:;a. Tenemos tantos bits almacenados como 2 elevado al número de lineas. b. El número de posiciones de memoria es 2 elevado al número de bits de su entrada de datos. c. La cantidad total de datos almacenada es potencia de 2. d. En cada posición de memoria hay almacenado un dato útil.;c
La ALU, es una parte de:;a. La memoria. b. El bus de operaciones. c. La CPU. d. El multiplexor de entrada.;c
A la hora de ejecutarse un programa, ¿qué fases sigue?;a. Lectura de la instrucción, carga inicial, ejecución de la instrucción e incremento del PC. b. Carga inicial, lectura de la instrucción, ejecución de la instrucción, incremento del PC y repetición de ciclo. c. Lectura de la instrucción, carga inicial,, ejecución de la instrucción, incremento del PC y repetición de ciclo. d. Lectura de la instrucción, ejecución de la instrucción, incremento del PC y repetición de ciclo.;b
¿Qué hace este código? .data x: word 10 y: word 2 z: word 0 text main: Iw $t0, x Iw $t1, y div $t0, $t1 mflo $t2 sw $t2, z li $v0, 10 syscall;a. Resta y de x y almacena el resultado en z. b. Divide x por y y almacena el residuo en z. c. Divide x por y y almacena el cociente en z. d. Sumax e y y almacena el resultado en z.;c
¿Qué hace este código? data val: word 16. res: word 0 text main: Iw $t0, val li St1, 4 div $to, $t1 mfhi $t2 sw $t2, res li $v0, 10 syscall;a. Resta 4 de val y almacena el resultado en res. b. Suma val y 4 y almacena el resultado en res. c. Divide val por 4 y almacena el cociente en res. d. Divide val por 4 y almacena el residuo en res.;d
¿Qué hace este código? data i: word 3 sum: .word 0 text main: lw $t0, i Iw $t1, sum loop: add $t1, $t1, Sto addi $to, $t0, -1 bnez $t0, loop sw $t1, sum li $v0, 10 syscall;a. Resta los valores de i desde 3 hasta 1 y almacena el resultado en sum. b. Multiplica los valores de i desde 3 hasta 1 y almacena el resultado en sum. c. Suma los valores de i desde 3 hasta 1 y almacena el resultado en sum. d. Divide los valores de i desde 3 hasta 1 y almacena el resultado en sum.;c
¿Cuál es la filosofía del diseño RISC?;a. Complejidad y eficiencia. b. Simplicidad y eficiencia. c. Simplicidad y lentitud. d. Complejidad y lentitud.;b
¿Qué es el juego de instrucciones del MIPS32?;a. Un conjunto de comandos que el procesador MIPS32 puede ejecutar directamente. b. Un conjunto de comandos para procesadores CISC. c. Un conjunto de comandos para sistemas operativos. d. Un conjunto de comandos que el procesador MIPS32 no puede ejecutar.;a
¿Qué instrucción se utiliza para cargar la dirección de una etiqueta o variable en un registro en MIPS32?;a. li b. la c. Iw d. sw;b
¿Qué hace la instrucción 'lbu' en MIPS32?;a. Carga un byte (8 bits) desde la memoria en un registro, extendiéndolo con ceros (sin signo). b. Carga una palabra (32 bits) desde la memoria en un registro. c. Almacena un byte (8 bits) desde un registro en la memoria. d. Almacena una palabra (32 bits) desde un registro en la memoria.;a
¿Qué hace este código? data a: .word 8 b: word 3 c:.word 0 text main: lw $t0, a lw $t1, b sub $t2, $t0, $t1 sw $t2, c li $v0, 10  syscall;a. Suma los valores de a y b y almacena el resultado en c. b. Divide los valores de a y b y almacena el resultado en c. c. Resta el valor de b de a y almacena el resultado en c. d. Multiplica los valores de a y b y almacena el resultado en c.;c
