¿Qué hace la instrucción 'lb' en MIPS32?;a. Almacena un byte (8 bits) desde un registro en la memoria. b. Carga una palabra (32 bits) desde la memoria en un registro. c. Carga un byte (8 bits) desde la memoria en un registro, extendiéndolo con signo. d. Almacena una palabra (32 bits) desde un registro en la memoria.;c
¿Qué hace este código? (sub $t2, $t0, $t1);a. Divide los valores de a y b y almacena el resultado en c. b. Resta el valor de b de a y almacena el resultado en c. c. Multiplica los valores de a y b y almacena el resultado en c. d. Suma los valores de a y b y almacena el resultado en c.;b
¿Qué instrucción en MIPS32 se utiliza para cargar un byte desde la memoria en un registro, extendiéndolo con ceros (sin signo)?;a. lbu b. lw c. lb d. sb;a
¿Qué hace este código? (beq $t0, $t1);a. Compara x e y, almacena 0 en z si son iguales, de lo contrario almacena 1. b. Suma x e y y almacena el resultado en z. c. Compara x e y, almacena 1 en z si son iguales, de lo contrario almacena 0. d. Resta y de x y almacena el resultado en z.;c
¿Qué instrucción en MIPS32 se utiliza para cargar una palabra desde la memoria en un registro?;a. lb b. sb c. sw d. lw;d
¿Qué instrucción en MIPS32 se utiliza para cargar un valor inmediato en un registro?;a. sw b. sb c. li d. lw;c
¿Qué característica tiene el formato de instrucciones en MIPS32?;a. Formato variable de 8 a 32 bits. b. Formato variable de 16 a 64 bits. c. Formato fijo de 64 bits. d. Formato fijo de 32 bits.;d
¿Qué instrucción en MIPS32 se utiliza para almacenar un byte desde un registro en la memoria?;a. sw b. sb c. lb d. lw;b
¿Qué hace este código? (mfhi $t2);a. Suma val y 4 y almacena el resultado en res. b. Divide val por 4 y almacena el residuo en res. c. Divide val por 4 y almacena el cociente en res. d. Resta 4 de val y almacena el resultado en res.;b
¿Qué es la unidad de control en un procesador?;a. La parte del procesador que maneja la entrada y salida de datos. b. La parte del procesador que gestiona y coordina las operaciones. c. La parte del procesador que almacena datos. d. La parte del procesador que realiza operaciones aritméticas.;b
Señala la verdadera al respecto del MIPS32:;a. Tiene 24 registros útiles. b. Trabaja indistintamente en cualquier modo. c. Tiene un ancho del bus de direcciones de 4 bytes. d. Tiene un ancho de palabra de 8 bytes.;c
La unidad de control:;a. Solo tiene circuitos combinacionales. b. No extrae información de la ruta de datos. c. Puede cambiar el salto a su siguiente estado dependiendo de la ruta de datos. d. Trabaja sin reloj.;c
Sobre el reloj del procesador:;a. Es una señal cuadrada (ceros y unos). b. Es una señal sinusoidal. c. Puede tener cualquier velocidad. d. Es una señal diente de sierra.;a
Un ciclo de 1 ns son:;a. 1G de frecuencia de reloj. b. 2 G de frecuencia de reloj. c. No podemos saber la frecuencia de reloj. d. 10 G de frecuencia de reloj.;a
¿Qué es el bus de comunicación en un computador?;a. Un conjunto de líneas de transmisión que permiten la comunicación entre los componentes del hardware. b. Un dispositivo de almacenamiento. c. Un tipo de memoria de acceso aleatorio. d. Un dispositivo de entrada y salida.;a
¿Qué se hace en la fase de búsqueda de instrucción (FETCH)?;a. Se busca la instrucción en la memoria principal. b. Se ejecuta la instrucción. c. Se decodifica la instrucción. d. Se almacena el resultado de la instrucción.;a
Sobre la fase Fetch de ejecución de una instrucción:;a. Carga datos de memoria. b. Carga datos en memoria. c. No involucra a la memoria puesto que es la fase en la que traemos la instrucción. d. Involucra al banco de registros.;a
La ruta de datos:;a. Contiene registros. b. Solo alberga circuitos secuenciales. c. Es una máquina moore. d. Mueve datos sin ayuda de ningún dispositvo.;a
La ALU:;a. Solamente opera con registros. b. Trabaja directamente con la memoria. c. La entrada zero pone a cero la ALU. d. Los bits del código de operación de la instrucción le indican directamente qué operación debe realizar.;a
¿Qué es la memoria volátil?;a. Memoria que pierde los datos cuando se apaga el sistema. b. Memoria utilizada solo para la caché. c. Memoria que retiene los datos incluso sin energía. d. Memoria utilizada solo para almacenamiento externo.;a
¿Qué es un fallo de caché?;a. Cuando el bloque solicitado no se encuentra en la caché. b. Cuando la caché almacena datos permanentemente. c. Cuando la caché no necesita ser refrescada. d. Cuando el bloque solicitado ya está en la caché.;a
¿Qué tipo de memoria es más rápida pero también más cara y con menor densidad de almacenamiento?;a. SRAM. b. Memoria flash. c. DRAM. d. Memoria magnética.;a
¿Qué principio sugiere que si se accede a un dato, es probable que se accedan a otros datos cercanos en la memoria?;a. Localidad espacial. b. Localidad temporal. c. Acceso directo. d. Acceso aleatorio.;a
Sobre el módulo de E/S señala la falsa:;a. Nunca almacena datos. b. Gestiona la comunicación con el periférico. c. Realiza el control y temporización para evitar pérdidas de información. d. Gestiona la comunicación con la CPU.;a
¿Qué tipo de memoria es volátil?;a. Memoria RAM. b. Memoria flash. c. Memoria ROM. d. Discos duros.;a
¿Qué política de reemplazo de caché selecciona al azar un bloque para ser reemplazado?;a. Reemplazo aleatorio. b. Reemplazo LRU. c. Reemplazo directo. d. Reemplazo FIFO.;a
Sobre el programa:;a. Se ejecutan leyendo las instrucciones de la memoria principal. b. Se ejecuta leyendo las instrucciones del disco. c. Se compila desde el disco para ejecutarse. d. Está escrito en lenguajes de alto nivel siempre.;a
¿Qué tipo de memoria se utiliza principalmente para almacenamiento externo y ofrece alta capacidad a un costo bajo?;a. Memoria magnética. b. Memoria óptica. c. Memoria de semiconductores. d. Memoria magneto-óptica.;a
¿Cuál es una característica de la memoria caché?;a. Almacena temporalmente los datos más frecuentemente utilizados. b. Es utilizada solo para almacenamiento externo. c. Es más lenta que la memoria principal. d. Almacena datos de manera permanente.;a
Para acelerar el tiempo de ejecución en la suma de dos números de n bits ...;a. Se puede usar un sumador con anticipación de acarreo. b. No se puede acelerar. c. Se usan n sumadores completos. d. Se usan n semisumadores.;a
En el sistema de representación binaria, para representar números negativos se suele usar ...;a. Complemento a dos. b. Signo y magnitud. c. Complemento a uno. d. Exceso a 2 elevado a n.;a
¿Cuál es la función del registro de estado (FLAGS) en la CPU?;a. Indicar condiciones de la última operación de la ALU (acarreo, cero, signo, desbordamiento). b. Almacenar el resultado de la operación. c. Controlar el flujo del programa. d. Almacenar la dirección de la siguiente instrucción.;a
En un computador con jerarquía de memoria, la memoria virtual permite ...;a. Utilizar almacenamiento secundario como si fuera parte de la memoria principal. b. Aumentar la velocidad de la caché. c. Reducir el número de registros en la CPU. d. Eliminar la necesidad de RAM física.;a
¿Qué técnica se usa para permitir que varios dispositivos de E/S transfieran datos directamente a la memoria sin intervención constante de la CPU?;a. DMA (Acceso Directo a Memoria). b. Interrupciones por hardware. c. Encuesta (Polling). d. Segmentación de instrucciones.;a
